DONE phase_1/phase_1_1250.md  [autumn]
DONE phase_6/phase_6_1284.md  [subcase]
DONE phase_6/phase_6_1285.md  [subcategorization]
DONE phase_6/phase_6_1286.md  [subtraction]
DONE phase_6/phase_6_1287.md  [suffix]
DONE phase_6/phase_6_1288.md  [surgery]
DONE phase_6/phase_6_1289.md  [tagger]
DONE phase_6/phase_6_1290.md  [technology]
DONE phase_6/phase_6_1291.md  [temporal]
DONE phase_6/phase_6_1292.md  [textblob]
DONE phase_6/phase_6_1293.md  [theory-of-mind]
DONE phase_6/phase_6_1294.md  [tokenization]
DONE phase_6/phase_6_1295.md  [tokenize]
DONE phase_6/phase_6_1296.md  [traceability]
DONE phase_6/phase_6_1297.md  [traceback]
DONE phase_6/phase_6_1298.md  [transformer]
DONE phase_6/phase_6_1299.md  [user]
DONE phase_6/phase_6_1300.md  [username]
DONE phase_6/phase_6_1301.md  [virus]
DONE phase_6/phase_6_1302.md  [vocabulary]
DONE phase_6/phase_6_1303.md  [website]
DONE phase_6/phase_6_1304.md  [wiki]
DONE phase_6/phase_6_1305.md  [wordfreq]
DONE phase_6/phase_6_1306.md  [wordnet]
DONE phase_6/phase_6_1307.md  [workflow]
DONE phase_6/phase_6_1308.md  [x-ray]
DONE phase_6/phase_6_1309.md  [zeno]
DONE phase_6/phase_6_1312.md  [classification]
DONE phase_6/phase_6_1313.md  [classifying]
DONE phase_6/phase_6_1314.md  [input]
DONE phase_6/phase_6_1315.md  [internet]
DONE phase_6/phase_6_1316.md  [causal]
DONE phase_6/phase_6_1317.md  [circumstance]
DONE phase_6/phase_6_1318.md  [kilogram]
DONE phase_6/phase_6_1319.md  [abbreviating]
DONE phase_6/phase_6_1320.md  [abiding]
DONE phase_6/phase_6_1321.md  [accessing]
DONE phase_6/phase_6_1323.md  [accumulating]
DONE phase_6/phase_6_1324.md  [accusing]
DONE phase_6/phase_6_1325.md  [achieving]
DONE phase_6/phase_6_1326.md  [acquiring]
DONE phase_6/phase_6_1331.md  [advertising]
DONE phase_6/phase_6_1332.md  [advising]
DONE phase_6/phase_6_1333.md  [affirming]
DONE phase_6/phase_6_1334.md  [affording]
DONE phase_6/phase_6_1335.md  [alerting]
DONE phase_6/phase_6_1336.md  [allocating]
DONE phase_6/phase_6_1337.md  [allowing]
DONE phase_6/phase_6_1338.md  [amassing]
DONE phase_6/phase_6_1340.md  [announcing]
DONE phase_6/phase_6_1341.md  [apologizing]
DONE phase_6/phase_6_1342.md  [appointing]
DONE phase_6/phase_6_1343.md  [appreciating]
DONE phase_6/phase_6_1346.md  [arguing]
DONE phase_6/phase_6_1347.md  [arrogating]
DONE phase_6/phase_6_1348.md  [articulating]
DONE phase_6/phase_6_1349.md  [asserting]
DONE phase_6/phase_6_1350.md  [assessing]
DONE phase_6/phase_6_1351.md  [assisting]
DONE phase_6/phase_6_1352.md  [assuring]
DONE phase_6/phase_6_1353.md  [attaining]
DONE phase_6/phase_6_1354.md  [attempting]
DONE phase_6/phase_6_1355.md  [attesting]
DONE phase_6/phase_6_1356.md  [attracting]
DONE phase_6/phase_6_1357.md  [authenticating]
DONE phase_6/phase_6_1358.md  [authorizing]
DONE phase_6/phase_6_1359.md  [bargaining]
DONE phase_6/phase_6_1360.md  [bartering]
DONE phase_6/phase_6_1361.md  [beholding]
DONE phase_6/phase_6_1362.md  [bolstering]
DONE phase_6/phase_6_1363.md  [bordering]
DONE phase_6/phase_6_1364.md  [bounding]
DONE phase_6/phase_6_1365.md  [calculating]
DONE phase_6/phase_6_1367.md  [characterizing]
DONE phase_6/phase_6_1369.md  [circumscribing]
DONE phase_6/phase_6_1370.md  [clarifying]
DONE phase_6/phase_6_1371.md  [coinciding]
DONE phase_6/phase_6_1372.md  [committing]
DONE phase_6/phase_6_1373.md  [communicating]
DONE phase_6/phase_6_1374.md  [comprehending]
DONE phase_6/phase_6_1376.md  [compromising]
DONE phase_6/phase_6_1378.md  [concentrating]
DONE phase_6/phase_6_1379.md  [conceptualizing]
DONE phase_6/phase_6_1380.md  [concluding]
DONE phase_6/phase_6_1381.md  [concretizing]
DONE phase_6/phase_6_1382.md  [concurring]
DONE phase_6/phase_6_1383.md  [consisting]
DONE phase_6/phase_6_1384.md  [constituting]
DONE phase_6/phase_6_1385.md  [construing]
DONE phase_6/phase_6_1386.md  [contradicting]
DONE phase_6/phase_6_1387.md  [contrasting]
DONE phase_6/phase_6_1388.md  [conveying]
DONE phase_6/phase_6_1389.md  [corresponding]
DONE phase_6/phase_6_1390.md  [costing]
DONE phase_6/phase_6_1391.md  [counseling]
DONE phase_6/phase_6_1392.md  [criticizing]
DONE phase_6/phase_6_1393.md  [cross-examining]
DONE phase_6/phase_6_1397.md  [definiting]
DONE phase_6/phase_6_1398.md  [delighting]
DONE phase_6/phase_6_1399.md  [delimiting]
DONE phase_6/phase_6_1400.md  [demarcating]
DONE phase_6/phase_6_1401.md  [demonstrating]
DONE phase_6/phase_6_1402.md  [denoting]
DONE phase_6/phase_6_1403.md  [denying]
DONE phase_6/phase_6_1404.md  [depriving]
DONE phase_6/phase_6_1405.md  [deriving]
DONE phase_6/phase_6_1406.md  [descrying]
DONE phase_6/phase_6_1407.md  [designating]
DONE phase_6/phase_6_1408.md  [differing]
DONE phase_6/phase_6_1409.md  [differentiating]
DONE phase_6/phase_6_1410.md  [discerning]
DONE phase_6/phase_6_1411.md  [disclosing]
DONE phase_6/phase_6_1412.md  [discussing]
DONE phase_6/phase_6_1413.md  [disliking]
DONE phase_6/phase_6_1414.md  [disproving]
DONE phase_6/phase_6_1415.md  [disputing]
DONE phase_6/phase_6_1416.md  [disseminating]
DONE phase_6/phase_6_1417.md  [distancing]
DONE phase_6/phase_6_1418.md  [divesting]
DONE phase_6/phase_6_1419.md  [dominating]
DONE phase_6/phase_6_1420.md  [eclipsing]
DONE phase_6/phase_6_1421.md  [ecosysteming]
DONE phase_6/phase_6_1422.md  [efforting]
DONE phase_6/phase_6_1424.md  [eliminating]
DONE phase_6/phase_6_1425.md  [elucidating]
DONE phase_6/phase_6_1427.md  [embodying]
DONE phase_6/phase_6_1428.md  [emerging]
DONE phase_6/phase_6_1429.md  [employing]
DONE phase_6/phase_6_1433.md  [encompassing]
DONE phase_6/phase_6_1434.md  [encouraging]
DONE phase_6/phase_6_1435.md  [endorsing]
DONE phase_6/phase_6_1436.md  [enforcing]
DONE phase_6/phase_6_1437.md  [enhancing]
DONE phase_6/phase_6_1438.md  [enlightening]
DONE phase_6/phase_6_1439.md  [ensuring]
DONE phase_6/phase_6_1440.md  [entailing]
DONE phase_6/phase_6_1441.md  [entitling]
DONE phase_6/phase_6_1442.md  [enumerating]
DONE phase_6/phase_6_1443.md  [eradicating]
DONE phase_6/phase_6_1444.md  [establishing]
DONE phase_6/phase_6_1445.md  [estimating]
DONE phase_6/phase_6_1446.md  [everydaying]
DONE phase_6/phase_6_1447.md  [evoking]
DONE phase_6/phase_6_1448.md  [exceeding]
DONE phase_6/phase_6_1449.md  [exciting]
DONE phase_6/phase_6_1450.md  [excluding]
DONE phase_6/phase_6_1451.md  [exemplifying]
DONE phase_6/phase_6_1452.md  [exploiting]
DONE phase_6/phase_6_1453.md  [expressing]
DONE phase_6/phase_6_1454.md  [facilitating]
DONE phase_6/phase_6_1455.md  [falsifying]
DONE phase_6/phase_6_1456.md  [felting]
DONE phase_6/phase_6_1457.md  [figuring]
DONE phase_6/phase_6_1458.md  [focusing]
DONE phase_6/phase_6_1459.md  [forecasting]
DONE phase_6/phase_6_1461.md  [forgetting]
DONE phase_6/phase_6_1462.md  [forgiving]
DONE phase_6/phase_6_1463.md  [formulating]
DONE phase_6/phase_6_1464.md  [fostering]
DONE phase_6/phase_6_1465.md  [founding]
DONE phase_6/phase_6_1467.md  [fussing]
DONE phase_6/phase_6_1468.md  [generalizing]
DONE phase_6/phase_6_1469.md  [gladding]
DONE phase_6/phase_6_1470.md  [glimpsing]
DONE phase_6/phase_6_1471.md  [governing]
DONE phase_6/phase_6_1472.md  [granting]
DONE phase_6/phase_6_1473.md  [gratifying]
DONE phase_6/phase_6_1474.md  [guaranteeing]
DONE phase_6/phase_6_1475.md  [harmonizing]
DONE phase_6/phase_6_1476.md  [healthing]
DONE phase_6/phase_6_1477.md  [hindering]
DONE phase_6/phase_6_1478.md  [honoring]
DONE phase_6/phase_6_1479.md  [idolizing]
DONE phase_6/phase_6_1480.md  [illustrating]
DONE phase_6/phase_6_1481.md  [implementing]
DONE phase_6/phase_6_1482.md  [impounding]
DONE phase_6/phase_6_1484.md  [incorporating]
DONE phase_6/phase_6_1485.md  [indicating]
DONE phase_6/phase_6_1486.md  [inducing]
DONE phase_6/phase_6_1487.md  [inferring]
DONE phase_6/phase_6_1488.md  [influencing]
DONE phase_6/phase_6_1489.md  [initiating]
DONE phase_6/phase_6_1490.md  [inquiring]
DONE phase_6/phase_6_1492.md  [instituting]
DONE phase_6/phase_6_1493.md  [instructing]
DONE phase_6/phase_6_1494.md  [insuring]
DONE phase_6/phase_6_1495.md  [integrating]
DONE phase_6/phase_6_1496.md  [invalidating]
DONE phase_6/phase_6_1498.md  [involving]
DONE phase_6/phase_6_1499.md  [issuing]
DONE phase_6/phase_6_1500.md  [jibing]
DONE phase_6/phase_6_1501.md  [justifying]
DONE phase_6/phase_6_1502.md  [liberating]
DONE phase_6/phase_6_1503.md  [maximizing]
DONE phase_6/phase_6_1504.md  [mediating]
DONE phase_6/phase_6_1505.md  [memorizing]
DONE phase_6/phase_6_1506.md  [meriting]
DONE phase_6/phase_6_1508.md  [motivating]
DONE phase_6/phase_6_1509.md  [negating]
DONE phase_6/phase_6_1510.md  [negotiating]
DONE phase_6/phase_6_1511.md  [nullifying]
DONE phase_6/phase_6_1512.md  [opposing]
DONE phase_6/phase_6_1513.md  [opting]
DONE phase_6/phase_6_1514.md  [optimizing]
DONE phase_6/phase_6_1515.md  [parsing]
DONE phase_6/phase_6_1516.md  [particularizing]
DONE phase_6/phase_6_1517.md  [permitting]
DONE phase_6/phase_6_1518.md  [postulating]
DONE phase_6/phase_6_1519.md  [preferring]
DONE phase_6/phase_6_1520.md  [presupposing]
DONE phase_6/phase_6_1521.md  [proposing]
DONE phase_6/phase_6_1522.md  [providing]
DONE phase_6/phase_6_1523.md  [provoking]
DONE phase_6/phase_6_1525.md  [reasoning]
DONE phase_6/phase_6_1526.md  [recalling]
DONE phase_6/phase_6_1528.md  [recollecting]
DONE phase_6/phase_6_1529.md  [recommending]
DONE phase_6/phase_6_1530.md  [referring]
DONE phase_6/phase_6_1531.md  [refuting]
DONE phase_6/phase_6_1532.md  [reigning]
DONE phase_6/phase_6_1533.md  [reiterating]
DONE phase_6/phase_6_1534.md  [relating]
DONE phase_6/phase_6_1535.md  [relishing]
DONE phase_6/phase_6_1536.md  [relying]
DONE phase_6/phase_6_1537.md  [reminding]
DONE phase_6/phase_6_1538.md  [rendering]
DONE phase_6/phase_6_1539.md  [rephrasing]
DONE phase_6/phase_6_1540.md  [requesting]
DONE phase_6/phase_6_1541.md  [requisitioning]
DONE phase_6/phase_6_1542.md  [researching]
DONE phase_6/phase_6_1543.md  [respecting]
DONE phase_6/phase_6_1544.md  [restating]
DONE phase_6/phase_6_1545.md  [retorting]
DONE phase_6/phase_6_1547.md  [reviewing]
DONE phase_6/phase_6_1549.md  [rivaling]
DONE phase_6/phase_6_1550.md  [savoring]
DONE phase_6/phase_6_1551.md  [scrutinizing]
DONE phase_6/phase_6_1552.md  [signifying]
DONE phase_6/phase_6_1553.md  [simulating]
DONE phase_6/phase_6_1554.md  [specifying]
DONE phase_6/phase_6_1555.md  [stimulating]
DONE phase_6/phase_6_1556.md  [striving]
DONE phase_6/phase_6_1557.md  [sublimating]
DONE phase_6/phase_6_1558.md  [surpassing]
DONE phase_6/phase_6_1559.md  [symbolizing]
DONE phase_6/phase_6_1561.md  [transcending]
DONE phase_6/phase_6_1562.md  [typifying]
DONE phase_6/phase_6_1563.md  [undermining]
DONE phase_6/phase_6_1564.md  [upgrading]
DONE phase_6/phase_6_1565.md  [upholding]
DONE phase_6/phase_6_1566.md  [urging]
DONE phase_6/phase_6_1567.md  [usurping]
DONE phase_6/phase_6_1568.md  [utilizing]
DONE phase_6/phase_6_1569.md  [uttering]
DONE phase_6/phase_6_1570.md  [validating]
DONE phase_6/phase_6_1571.md  [venerating]
DONE phase_6/phase_6_1572.md  [verbalizing]
DONE phase_6/phase_6_1573.md  [versusing]
DONE phase_6/phase_6_1574.md  [vying]
DONE phase_6/phase_6_1575.md  [visualizing]
DONE phase_6/phase_6_1577.md  [vouching]
DONE phase_6/phase_6_1578.md  [warranting]
DONE phase_6/phase_6_1579.md  [willingnessing]
DONE phase_6/phase_6_1580.md  [withholding]
DONE phase_6/phase_6_1581.md  [witnessing]
DONE phase_6/phase_6_1582.md  [worshiping]
DONE phase_6/phase_6_1583.md  [yielding]
DONE phase_6/phase_6_1584.md  [accomplishing]
DONE phase_6/phase_6_1585.md  [addressing]
DONE phase_6/phase_6_1586.md  [adhering]
DONE phase_6/phase_6_1587.md  [admiring]
DONE phase_6/phase_6_1588.md  [adoring]
DONE phase_6/phase_6_1589.md  [analyzing]
DONE phase_6/phase_6_1590.md  [apprehending]
DONE phase_6/phase_6_1591.md  [appropriating]
DONE phase_6/phase_6_1592.md  [certifying]
DONE phase_6/phase_6_1595.md  [conceiving]
DONE phase_6/phase_6_1596.md  [curtailing]
DONE phase_6/phase_6_1597.md  [declaring]
DONE phase_6/phase_6_1598.md  [deducing]
DONE phase_6/phase_6_1599.md  [eliciting]
DONE phase_6/phase_6_1600.md  [emanating]
DONE phase_6/phase_6_1601.md  [empowering]
DONE phase_6/phase_6_1602.md  [emulating]
DONE phase_6/phase_6_1603.md  [enabling]
DONE phase_6/phase_6_1604.md  [foreseeing]
DONE phase_6/phase_6_1605.md  [fulfilling]
DONE phase_6/phase_6_1606.md  [inaugurating]
DONE phase_6/phase_6_1607.md  [inspiring]
DONE phase_6/phase_6_1608.md  [investigating]
DONE phase_6/phase_6_1610.md  [querying]
DONE phase_6/phase_6_1611.md  [reckoning]
DONE phase_6/phase_6_1612.md  [revering]
DONE phase_6/phase_6_1613.md  [revising]
DONE phase_6/phase_6_1614.md  [synthesizing]
DONE phase_6/phase_6_1615.md  [voiding]
DONE phase_6/phase_6_1616.md  [cherishing]
DONE phase_6/phase_6_1617.md  [comprising]
DONE phase_6/phase_6_1618.md  [minimizing]
DONE phase_6/phase_6_1619.md  [abnormal]
DONE phase_6/phase_6_1620.md  [absent]
DONE phase_6/phase_6_1621.md  [acceptable]
DONE phase_6/phase_6_1622.md  [afterward]
DONE phase_6/phase_6_1623.md  [analytic]
DONE phase_6/phase_6_1624.md  [appropriate]
DONE phase_6/phase_6_1625.md  [arbitrary]
DONE phase_6/phase_6_1626.md  [asymmetric]
DONE phase_6/phase_6_1627.md  [asynchronous]
DONE phase_6/phase_6_1628.md  [atypical]
DONE phase_6/phase_6_1629.md  [bounded]
DONE phase_6/phase_6_1630.md  [categorize]
DONE phase_6/phase_6_1632.md  [collaborative]
DONE phase_6/phase_6_1633.md  [comparable]
DONE phase_6/phase_6_1634.md  [complicated]
DONE phase_6/phase_6_1635.md  [conceptual]
DONE phase_6/phase_6_1636.md  [contingent]
DONE phase_6/phase_6_1637.md  [corporeal]
DONE phase_6/phase_6_1638.md  [deductive]
DONE phase_6/phase_6_1639.md  [definite]
DONE phase_6/phase_6_1640.md  [derivative]
DONE phase_6/phase_6_1641.md  [determinate]
DONE phase_6/phase_6_1642.md  [digital]
DONE phase_6/phase_6_1643.md  [discursive]
DONE phase_6/phase_6_1644.md  [effective]
DONE phase_6/phase_6_1645.md  [effortless]
DONE phase_6/phase_6_1646.md  [forever]
DONE phase_6/phase_6_1647.md  [formal]
DONE phase_6/phase_6_1648.md  [foundational]
DONE phase_6/phase_6_1649.md  [functional]
DONE phase_6/phase_6_1650.md  [future-facing]
DONE phase_6/phase_6_1651.md  [ideal]
DONE phase_6/phase_6_1652.md  [illogical]
DONE phase_6/phase_6_1653.md  [illusory]
DONE phase_6/phase_6_1654.md  [imaginary]
DONE phase_6/phase_6_1655.md  [immaterial]
DONE phase_6/phase_6_1656.md  [impossible]
DONE phase_6/phase_6_1657.md  [imprecise]
DONE phase_6/phase_6_1658.md  [improbable]
DONE phase_6/phase_6_1659.md  [indefinite]
DONE phase_6/phase_6_1660.md  [independent]
DONE phase_6/phase_6_1661.md  [indeterminate]
DONE phase_6/phase_6_1662.md  [inductive]
DONE phase_6/phase_6_1663.md  [intellectual]
DONE phase_6/phase_6_1664.md  [intelligent]
DONE phase_6/phase_6_1665.md  [intentional]
DONE phase_6/phase_6_1666.md  [intrinsic]
DONE phase_6/phase_6_1667.md  [intuitive]
DONE phase_6/phase_6_1668.md  [irrational]
DONE phase_6/phase_6_1669.md  [knowable]
DONE phase_6/phase_6_1670.md  [marginal]
DONE phase_6/phase_6_1671.md  [measurable]
DONE phase_6/phase_6_1672.md  [mysterious]
DONE phase_6/phase_6_1673.md  [negative]
DONE phase_6/phase_6_1674.md  [negligible]
DONE phase_6/phase_6_1675.md  [nonlinear]
DONE phase_6/phase_6_1676.md  [observable]
DONE phase_6/phase_6_1677.md  [peripheral]
DONE phase_6/phase_6_1678.md  [posterior]
DONE phase_6/phase_6_1679.md  [potential]
DONE phase_6/phase_6_1680.md  [probable]
DONE phase_6/phase_6_1681.md  [rational]
DONE phase_6/phase_6_1682.md  [regardless]
DONE phase_6/phase_6_1683.md  [romantic]
DONE phase_6/phase_6_1684.md  [simultaneous]
DONE phase_6/phase_6_1685.md  [sophisticated]
DONE phase_6/phase_6_1686.md  [speculative]
DONE phase_6/phase_6_1687.md  [spiritual]
DONE phase_6/phase_6_1688.md  [subjective]
DONE phase_6/phase_6_1689.md  [subsequent]
DONE phase_6/phase_6_1690.md  [subtract]
DONE phase_6/phase_6_1691.md  [superficial]
DONE phase_6/phase_6_1692.md  [symmetric]
DONE phase_6/phase_6_1693.md  [synchronous]
DONE phase_6/phase_6_1694.md  [synthetic]
DONE phase_6/phase_6_1695.md  [theoretical]
DONE phase_6/phase_6_1696.md  [trivial]
DONE phase_6/phase_6_1697.md  [typical]
DONE phase_6/phase_6_1698.md  [ultimate]
DONE phase_6/phase_6_1699.md  [unbounded]
DONE phase_6/phase_6_1700.md  [uncategorizable]
DONE phase_6/phase_6_1701.md  [uncommon]
DONE phase_6/phase_6_1702.md  [undetermined]
DONE phase_6/phase_6_1703.md  [unequal]
DONE phase_6/phase_6_1704.md  [unintelligible]
DONE phase_6/phase_6_1705.md  [unintentional]
DONE phase_6/phase_6_1706.md  [unknowable]
DONE phase_6/phase_6_1707.md  [unlimited]
DONE phase_6/phase_6_1708.md  [unnecessary]
DONE phase_6/phase_6_1709.md  [unprovable]
DONE phase_6/phase_6_1710.md  [vague]
DONE phase_6/phase_6_1711.md  [virtual]
DONE phase_6/phase_6_1712.md  [visualize]
DONE phase_6/phase_6_1713.md  [vital]
DONE phase_6/phase_6_1714.md  [civic]
